event_timestamp,retrieved_at,symbol,side,level,price,volume,source,collector_session_id,rotation_group,generation,subscription_started_at
,2026-09-22T02:45:27.750133+00:00,BDMS,bid,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,ask,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,bid,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,ask,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,bid,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,ask,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,bid,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,ask,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,bid,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.750133+00:00,BDMS,ask,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,1,6.9,1000,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,1,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,2,6.5,9600,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,2,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,3,6.2,18000,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,3,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,4,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,4,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,5,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,5,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,bid,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.770443+00:00,BEM,ask,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.784748+00:00,BH,bid,1,208.0,700,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
