symbol,feature,horizon_days,sample_size,pearson,spearman,true_mean,false_mean
IVL,volume_ratio_20,20,859,0.07207622200596392,0.05518160119604682,,
KKP,momentum_20,1,253,-0.06335022469960387,-0.0504267088101651,,
KKP,momentum_20,3,253,-0.09383071040905086,-0.08472141883281845,,
KKP,momentum_20,5,253,-0.13084150986706952,-0.13782751645688815,,
KKP,momentum_20,10,253,-0.13727137570321943,-0.18797657050240488,,
KKP,momentum_20,20,253,-0.22463514846263866,-0.2972906779553449,,
KKP,momentum_60,1,213,-0.04715722087639,-0.08842480188218592,,
KKP,momentum_60,3,213,-0.07070815876235308,-0.022953823093364956,,
KKP,momentum_60,5,213,-0.09383179720616387,-0.047597432529152925,,
KKP,momentum_60,10,213,-0.0696394675454237,-0.07435454358864126,,
KKP,momentum_60,20,213,-0.0684413989009091,-0.0990907138592318,,
KKP,momentum_120,1,153,-0.026116644417753014,-0.032463416735868306,,
KKP,momentum_120,3,153,-0.04261583923785244,0.05034548878064223,,
KKP,momentum_120,5,153,-0.06375287561588637,0.03581729220230434,,
KKP,momentum_120,10,153,-0.06540929021838567,0.014630910039254572,,
KKP,momentum_120,20,153,-0.11459801044820131,-0.04803728657181331,,
KKP,close_gt_sma20,1,273,-0.05536935913232607,-0.06001740203277023,0.0028196723512063484,0.004791161849813086
KKP,close_gt_sma20,3,273,-0.1069924305519435,-0.0797426270841755,0.00804766688671008,0.014478843793761437
KKP,close_gt_sma20,5,273,-0.16857455105380761,-0.16181336539206953,0.012714577025695187,0.025961697449247475
KKP,close_gt_sma20,10,273,-0.3006777814100779,-0.2967256339204017,0.024261930755086796,0.05729819696595146
KKP,close_gt_sma20,20,273,-0.4149716092552593,-0.43708070287540113,0.049047689506125675,0.1102226295281345
KKP,close_gt_sma50,1,273,-0.06353999731865674,-0.04771269109817623,0.0028459876860397796,0.0053617603493656425
KKP,close_gt_sma50,3,273,-0.10343122283615085,-0.05226833425136768,0.00837985879942304,0.015293204786402986
KKP,close_gt_sma50,5,273,-0.12755660728176801,-0.0907957241497521,0.013988165239723955,0.02513448922470102
