date,symbol,momentum_20,rank,selected_by_design_c,candidate_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d
2024-08-21,IVL,0.010929003894951883,5,True,5,0.0,0.0324324530524176,-0.005405426025390403,-0.0756756550556904,0.29189187127190697
2024-08-26,MTC,0.16233766233766245,1,True,7,-0.005586592178770999,-0.016759776536312887,-0.022346368715083775,0.08379888268156432,0.15642458100558665
2024-08-26,RATCH,0.12844036697247696,2,True,7,0.0,-0.008130081300813052,-0.008130081300813052,0.04065040650406515,0.04878048780487809
2024-08-26,HMPRO,0.10169486776686565,3,True,7,-0.020512800950270416,-0.05128205128205132,-0.07179485223232174,0.09743587787334729,0.08717952630458758
2024-08-26,BDMS,0.04761904761904767,4,True,7,0.009090909090909038,0.009090909090909038,0.009090909090909038,0.05454545454545445,0.1272727272727272
2024-08-26,KTB,0.044692802316096625,5,True,7,-0.010695227528323081,0.0,-0.021390455056646163,0.08021390047067656,0.10695186729423534
2024-08-26,IVL,0.0380435205136902,6,True,7,0.005235621961910741,-0.05759164185865229,-0.10471203979348309,0.083769651807023,0.2827224874701677
2024-08-26,TOP,0.03431372549019618,7,True,7,0.018957345971563955,0.018957345971563955,0.004739336492890933,0.033175355450236976,-0.03791469194312791
2024-08-29,RATCH,0.0990990990990992,1,True,6,0.0,0.0,0.008196721311475308,0.040983606557376984,0.06557377049180335
2024-08-29,MTC,0.0931677018633541,2,True,6,-0.005681818181818232,0.0,0.06818181818181812,0.125,0.11931818181818188
2024-08-29,TOP,0.06435643564356441,3,True,6,-0.013953488372092981,-0.013953488372092981,0.013953488372093092,-0.041860465116279055,-0.051162790697674376
2024-08-29,BDMS,0.05714285714285716,4,True,6,0.0,0.0,0.027027027027026973,0.06306306306306309,0.0990990990990992
2024-08-29,KTB,0.03314919164775221,5,True,6,-0.021390455056646163,-0.021390455056646163,0.032085478590471395,0.09625663976591214,0.10695186729423534
2024-08-29,HMPRO,0.01648347387278304,6,True,6,-0.021621601001636348,-0.021621601001636348,0.054054054054053946,0.15675673613677144,0.16756758818755269
